ID;RegioS;Perioden;GemiddeldeVerkoopprijs_1
15888;GM0965;2007JJ00;184730
15889;GM0965;2008JJ00;200269
15890;GM0965;2009JJ00;183341
15891;GM0965;2010JJ00;175806
15892;GM0965;2011JJ00;174063
15893;GM0965;2012JJ00;166919
15894;GM0965;2013JJ00;165092
15895;GM0965;2014JJ00;181352
15896;GM0965;2015JJ00;162787
15897;GM0965;2016JJ00;181859
15898;GM0965;2017JJ00;199324
15899;GM0965;2018JJ00;210746
15900;GM0965;2019JJ00;227444
15901;GM0965;2020JJ00;221359
15902;GM0965;2021JJ00;288495
15903;GM0965;2022JJ00;296350
15904;GM1702;1995JJ00;122897
15905;GM1702;1996JJ00;139494
15906;GM1702;1997JJ00;148243
15907;GM1702;1998JJ00;153101
15908;GM1702;1999JJ00;182170
15909;GM1702;2000JJ00;213726
15910;GM1702;2001JJ00;234759
15911;GM1702;2002JJ00;264707
15912;GM1702;2003JJ00;275443
15913;GM1702;2004JJ00;280927
15914;GM1702;2005JJ00;283297
15915;GM1702;2006JJ00;298458
15916;GM1702;2007JJ00;290285
15917;GM1702;2008JJ00;306204
15918;GM1702;2009JJ00;292924
15919;GM1702;2010JJ00;266182
15920;GM1702;2011JJ00;270076
15921;GM1702;2012JJ00;276651
15922;GM1702;2013JJ00;221821
15923;GM1702;2014JJ00;231997
15924;GM1702;2015JJ00;234096
15925;GM1702;2016JJ00;259098
15926;GM1702;2017JJ00;267471
15927;GM1702;2018JJ00;279779
15928;GM1702;2019JJ00;319856
15929;GM1702;2020JJ00;323200
15930;GM1702;2021JJ00;410639
15931;GM1702;2022JJ00;
15932;GM0845;1995JJ00;121102
15933;GM0845;1996JJ00;142172
15934;GM0845;1997JJ00;160412
15935;GM0845;1998JJ00;163182
15936;GM0845;1999JJ00;214575
15937;GM0845;2000JJ00;239216
15938;GM0845;2001JJ00;289691
15939;GM0845;2002JJ00;288034
15940;GM0845;2003JJ00;296939
15941;GM0845;2004JJ00;316922
15942;GM0845;2005JJ00;341259
15943;GM0845;2006JJ00;333391
15944;GM0845;2007JJ00;366378
15945;GM0845;2008JJ00;387020
15946;GM0845;2009JJ00;325462
15947;GM0845;2010JJ00;336238
15948;GM0845;2011JJ00;315771
15949;GM0845;2012JJ00;274209
15950;GM0845;2013JJ00;249984
15951;GM0845;2014JJ00;275978
15952;GM0845;2015JJ00;294951
15953;GM0845;2016JJ00;309789
15954;GM0845;2017JJ00;329663
15955;GM0845;2018JJ00;378665
15956;GM0845;2019JJ00;391957
15957;GM0845;2020JJ00;433726
15958;GM0845;2021JJ00;491511
15959;GM0845;2022JJ00;513015
15960;GM0846;1995JJ00;113826
15961;GM0846;1996JJ00;130938
15962;GM0846;1997JJ00;152602
15963;GM0846;1998JJ00;159611
15964;GM0846;1999JJ00;181595
15965;GM0846;2000JJ00;216581
15966;GM0846;2001JJ00;267566
15967;GM0846;2002JJ00;261820
15968;GM0846;2003JJ00;275785
15969;GM0846;2004JJ00;266647
15970;GM0846;2005JJ00;299564
15971;GM0846;2006JJ00;283953
15972;GM0846;2007JJ00;302230
15973;GM0846;2008JJ00;292411
15974;GM0846;2009JJ00;283072
15975;GM0846;2010JJ00;297084
15976;GM0846;2011JJ00;297471
15977;GM0846;2012JJ00;246488
15978;GM0846;2013JJ00;264249
15979;GM0846;2014JJ00;262641
15980;GM0846;2015JJ00;263632
15981;GM0846;2016JJ00;295582
15982;GM0846;2017JJ00;
15983;GM0846;2018JJ00;
15984;GM0846;2019JJ00;
15985;GM0846;2020JJ00;
15986;GM0846;2021JJ00;
15987;GM0846;2022JJ00;
15988;GM0968;1995JJ00;95212
15989;GM0968;1996JJ00;110254
15990;GM0968;1997JJ00;116185
15991;GM0968;1998JJ00;133099
15992;GM0968;1999JJ00;155286
15993;GM0968;2000JJ00;171128
15994;GM0968;2001JJ00;
15995;GM0968;2002JJ00;
15996;GM0968;2003JJ00;
15997;GM0968;2004JJ00;
15998;GM0968;2005JJ00;
15999;GM0968;2006JJ00;
16000;GM0968;2007JJ00;
16001;GM0968;2008JJ00;
16002;GM0968;2009JJ00;
16003;GM0968;2010JJ00;
16004;GM0968;2011JJ00;
16005;GM0968;2012JJ00;
16006;GM0968;2013JJ00;
16007;GM0968;2014JJ00;
16008;GM0968;2015JJ00;
16009;GM0968;2016JJ00;
16010;GM0968;2017JJ00;
16011;GM0968;2018JJ00;
16012;GM0968;2019JJ00;
16013;GM0968;2020JJ00;
16014;GM0968;2021JJ00;
16015;GM0968;2022JJ00;
16016;GM1883;1995JJ00;
16017;GM1883;1996JJ00;
16018;GM1883;1997JJ00;
16019;GM1883;1998JJ00;
16020;GM1883;1999JJ00;
16021;GM1883;2000JJ00;
16022;GM1883;2001JJ00;148527
16023;GM1883;2002JJ00;165529
16024;GM1883;2003JJ00;166872
16025;GM1883;2004JJ00;173337
16026;GM1883;2005JJ00;179674
16027;GM1883;2006JJ00;183666
16028;GM1883;2007JJ00;187539
16029;GM1883;2008JJ00;188059
16030;GM1883;2009JJ00;178617
16031;GM1883;2010JJ00;176320
16032;GM1883;2011JJ00;179785
16033;GM1883;2012JJ00;167127
16034;GM1883;2013JJ00;166884
16035;GM1883;2014JJ00;171369
16036;GM1883;2015JJ00;174285
16037;GM1883;2016JJ00;175624
16038;GM1883;2017JJ00;184726
16039;GM1883;2018JJ00;202960
16040;GM1883;2019JJ00;218196
16041;GM1883;2020JJ00;227165
16042;GM1883;2021JJ00;266384
16043;GM1883;2022JJ00;292836
16044;GM0051;1995JJ00;74862
16045;GM0051;1996JJ00;84383
16046;GM0051;1997JJ00;94430
16047;GM0051;1998JJ00;103010
16048;GM0051;1999JJ00;133496
16049;GM0051;2000JJ00;173676
16050;GM0051;2001JJ00;193671
16051;GM0051;2002JJ00;212302
16052;GM0051;2003JJ00;201886
16053;GM0051;2004JJ00;211029
16054;GM0051;2005JJ00;221872
16055;GM0051;2006JJ00;223739
16056;GM0051;2007JJ00;245481
16057;GM0051;2008JJ00;246632
16058;GM0051;2009JJ00;220087
16059;GM0051;2010JJ00;224722
16060;GM0051;2011JJ00;216652
16061;GM0051;2012JJ00;206293
16062;GM0051;2013JJ00;197979
16063;GM0051;2014JJ00;
16064;GM0051;2015JJ00;
16065;GM0051;2016JJ00;
16066;GM0051;2017JJ00;
16067;GM0051;2018JJ00;
16068;GM0051;2019JJ00;
16069;GM0051;2020JJ00;
16070;GM0051;2021JJ00;
16071;GM0051;2022JJ00;
16072;GM0130;1995JJ00;87582
16073;GM0130;1996JJ00;104265
16074;GM0130;1997JJ00;99412
16075;GM0130;1998JJ00;
16076;GM0130;1999JJ00;
16077;GM0130;2000JJ00;
16078;GM0130;2001JJ00;
16079;GM0130;2002JJ00;
16080;GM0130;2003JJ00;
16081;GM0130;2004JJ00;
16082;GM0130;2005JJ00;
16083;GM0130;2006JJ00;
16084;GM0130;2007JJ00;
16085;GM0130;2008JJ00;
16086;GM0130;2009JJ00;
16087;GM0130;2010JJ00;
16088;GM0130;2011JJ00;
16089;GM0130;2012JJ00;
16090;GM0130;2013JJ00;
16091;GM0130;2014JJ00;
16092;GM0130;2015JJ00;
16093;GM0130;2016JJ00;
16094;GM0130;2017JJ00;
16095;GM0130;2018JJ00;
16096;GM0130;2019JJ00;
16097;GM0130;2020JJ00;
16098;GM0130;2021JJ00;
16099;GM0130;2022JJ00;
16100;GM0610;1995JJ00;89881
16101;GM0610;1996JJ00;91278
16102;GM0610;1997JJ00;102442
16103;GM0610;1998JJ00;120527
16104;GM0610;1999JJ00;136227
16105;GM0610;2000JJ00;147173
16106;GM0610;2001JJ00;165288
16107;GM0610;2002JJ00;172020
16108;GM0610;2003JJ00;193410
16109;GM0610;2004JJ00;194821
16110;GM0610;2005JJ00;195662
16111;GM0610;2006JJ00;219755
16112;GM0610;2007JJ00;230089
16113;GM0610;2008JJ00;238060
16114;GM0610;2009JJ00;224851
16115;GM0610;2010JJ00;222396
16116;GM0610;2011JJ00;212515
16117;GM0610;2012JJ00;205418
16118;GM0610;2013JJ00;193366
16119;GM0610;2014JJ00;191665
16120;GM0610;2015JJ00;201141
16121;GM0610;2016JJ00;209918
16122;GM0610;2017JJ00;217970
16123;GM0610;2018JJ00;230351
16124;GM0610;2019JJ00;257417
16125;GM0610;2020JJ00;271072
16126;GM0610;2021JJ00;303720
16127;GM0610;2022JJ00;337111
16128;GM0040;1995JJ00;76576
16129;GM0040;1996JJ00;88800
16130;GM0040;1997JJ00;96946
16131;GM0040;1998JJ00;96869
16132;GM0040;1999JJ00;118990
16133;GM0040;2000JJ00;140196
16134;GM0040;2001JJ00;163383
16135;GM0040;2002JJ00;170266
16136;GM0040;2003JJ00;170629
16137;GM0040;2004JJ00;174788
16138;GM0040;2005JJ00;195079
16139;GM0040;2006JJ00;198406
16140;GM0040;2007JJ00;208870
16141;GM0040;2008JJ00;220804
16142;GM0040;2009JJ00;218601
16143;GM0040;2010JJ00;187206
16144;GM0040;2011JJ00;213565
16145;GM0040;2012JJ00;191872
16146;GM0040;2013JJ00;168967
16147;GM0040;2014JJ00;176786
16148;GM0040;2015JJ00;193719
16149;GM0040;2016JJ00;201318
16150;GM0040;2017JJ00;234489
16151;GM0040;2018JJ00;
16152;GM0040;2019JJ00;
16153;GM0040;2020JJ00;
16154;GM0040;2021JJ00;
16155;GM0040;2022JJ00;
16156;GM1714;1995JJ00;
16157;GM1714;1996JJ00;
16158;GM1714;1997JJ00;
16159;GM1714;1998JJ00;
16160;GM1714;1999JJ00;
16161;GM1714;2000JJ00;
16162;GM1714;2001JJ00;
16163;GM1714;2002JJ00;
16164;GM1714;2003JJ00;132760
16165;GM1714;2004JJ00;133936
16166;GM1714;2005JJ00;156434
16167;GM1714;2006JJ00;156622
16168;GM1714;2007JJ00;173318
16169;GM1714;2008JJ00;176480
16170;GM1714;2009JJ00;163739
16171;GM1714;2010JJ00;169323
16172;GM1714;2011JJ00;191500
16173;GM1714;2012JJ00;180648
16174;GM1714;2013JJ00;175691
16175;GM1714;2014JJ00;173522
16176;GM1714;2015JJ00;206298
16177;GM1714;2016JJ00;207560
16178;GM1714;2017JJ00;223694
16179;GM1714;2018JJ00;229776
16180;GM1714;2019JJ00;246366
16181;GM1714;2020JJ00;268436
16182;GM1714;2021JJ00;294425
16183;GM1714;2022JJ00;324194
16184;GM1698;1995JJ00;66501
16185;GM1698;1996JJ00;79575
16186;GM1698;1997JJ00;79606
16187;GM1698;1998JJ00;72416
16188;GM1698;1999JJ00;96311
16189;GM1698;2000JJ00;103185
16190;GM1698;2001JJ00;123634
16191;GM1698;2002JJ00;146616
16192;GM1698;2003JJ00;
16193;GM1698;2004JJ00;
16194;GM1698;2005JJ00;
16195;GM1698;2006JJ00;
16196;GM1698;2007JJ00;
16197;GM1698;2008JJ00;
16198;GM1698;2009JJ00;
16199;GM1698;2010JJ00;
16200;GM1698;2011JJ00;
16201;GM1698;2012JJ00;
16202;GM1698;2013JJ00;
16203;GM1698;2014JJ00;
16204;GM1698;2015JJ00;
16205;GM1698;2016JJ00;
16206;GM1698;2017JJ00;
16207;GM1698;2018JJ00;
16208;GM1698;2019JJ00;
16209;GM1698;2020JJ00;
16210;GM1698;2021JJ00;
16211;GM1698;2022JJ00;
16212;GM0090;1995JJ00;71002
16213;GM0090;1996JJ00;76608
16214;GM0090;1997JJ00;83227
16215;GM0090;1998JJ00;84381
16216;GM0090;1999JJ00;95428
16217;GM0090;2000JJ00;111738
16218;GM0090;2001JJ00;137251
16219;GM0090;2002JJ00;146546
16220;GM0090;2003JJ00;154572
16221;GM0090;2004JJ00;163784
16222;GM0090;2005JJ00;168771
16223;GM0090;2006JJ00;183257
16224;GM0090;2007JJ00;188338
16225;GM0090;2008JJ00;194807
16226;GM0090;2009JJ00;188473
16227;GM0090;2010JJ00;187824
16228;GM0090;2011JJ00;187182
16229;GM0090;2012JJ00;181249
16230;GM0090;2013JJ00;170267
16231;GM0090;2014JJ00;170722
16232;GM0090;2015JJ00;174632
16233;GM0090;2016JJ00;183644
16234;GM0090;2017JJ00;190981
16235;GM0090;2018JJ00;218812
16236;GM0090;2019JJ00;233493
16237;GM0090;2020JJ00;244055
16238;GM0090;2021JJ00;282933
16239;GM0090;2022JJ00;304540
16240;GM0131;1995JJ00;75338
16241;GM0131;1996JJ00;86825
16242;GM0131;1997JJ00;95311
16243;GM0131;1998JJ00;
16244;GM0131;1999JJ00;
16245;GM0131;2000JJ00;
16246;GM0131;2001JJ00;
16247;GM0131;2002JJ00;
16248;GM0131;2003JJ00;
16249;GM0131;2004JJ00;
16250;GM0131;2005JJ00;
16251;GM0131;2006JJ00;
16252;GM0131;2007JJ00;
16253;GM0131;2008JJ00;
16254;GM0131;2009JJ00;
16255;GM0131;2010JJ00;
16256;GM0131;2011JJ00;
16257;GM0131;2012JJ00;
16258;GM0131;2013JJ00;
16259;GM0131;2014JJ00;
16260;GM0131;2015JJ00;
16261;GM0131;2016JJ00;
16262;GM0131;2017JJ00;
16263;GM0131;2018JJ00;
16264;GM0131;2019JJ00;
16265;GM0131;2020JJ00;
16266;GM0131;2021JJ00;
16267;GM0131;2022JJ00;
16268;GM0091;1995JJ00;67264
16269;GM0091;1996JJ00;72729
16270;GM0091;1997JJ00;81774
16271;GM0091;1998JJ00;95147
16272;GM0091;1999JJ00;102604
16273;GM0091;2000JJ00;117115
16274;GM0091;2001JJ00;133335
16275;GM0091;2002JJ00;154861
16276;GM0091;2003JJ00;163829
16277;GM0091;2004JJ00;174223
16278;GM0091;2005JJ00;186465
16279;GM0091;2006JJ00;200209
16280;GM0091;2007JJ00;202437
16281;GM0091;2008JJ00;213392
16282;GM0091;2009JJ00;207605
16283;GM0091;2010JJ00;199060
16284;GM0091;2011JJ00;
16285;GM0091;2012JJ00;
16286;GM0091;2013JJ00;
16287;GM0091;2014JJ00;
16288;GM0091;2015JJ00;
16289;GM0091;2016JJ00;
16290;GM0091;2017JJ00;
16291;GM0091;2018JJ00;
16292;GM0091;2019JJ00;
16293;GM0091;2020JJ00;
16294;GM0091;2021JJ00;
16295;GM0091;2022JJ00;
16296;GM0342;1995JJ00;128675
16297;GM0342;1996JJ00;123156
16298;GM0342;1997JJ00;146825
16299;GM0342;1998JJ00;167508
16300;GM0342;1999JJ00;197579
16301;GM0342;2000JJ00;268253
16302;GM0342;2001JJ00;257116
16303;GM0342;2002JJ00;250853
16304;GM0342;2003JJ00;268102
16305;GM0342;2004JJ00;277530
16306;GM0342;2005JJ00;291926
16307;GM0342;2006JJ00;320868
16308;GM0342;2007JJ00;341717
16309;GM0342;2008JJ00;332416
16310;GM0342;2009JJ00;318418
16311;GM0342;2010JJ00;320359
16312;GM0342;2011JJ00;313700
16313;GM0342;2012JJ00;315025
16314;GM0342;2013JJ00;288832
16315;GM0342;2014JJ00;274337
16316;GM0342;2015JJ00;289285
16317;GM0342;2016JJ00;305207
16318;GM0342;2017JJ00;339565
16319;GM0342;2018JJ00;377088
16320;GM0342;2019JJ00;394385
16321;GM0342;2020JJ00;416785
16322;GM0342;2021JJ00;506533
16323;GM0342;2022JJ00;535046
16324;GM0847;1995JJ00;105114
16325;GM0847;1996JJ00;119152
16326;GM0847;1997JJ00;131788
16327;GM0847;1998JJ00;140925
16328;GM0847;1999JJ00;168508
16329;GM0847;2000JJ00;227966
16330;GM0847;2001JJ00;225126
16331;GM0847;2002JJ00;230367
16332;GM0847;2003JJ00;229260
16333;GM0847;2004JJ00;261769
16334;GM0847;2005JJ00;274010
16335;GM0847;2006JJ00;273920
16336;GM0847;2007JJ00;294991
16337;GM0847;2008JJ00;337424
16338;GM0847;2009JJ00;283236
16339;GM0847;2010JJ00;288551
16340;GM0847;2011JJ00;302510
16341;GM0847;2012JJ00;242837
16342;GM0847;2013JJ00;206167
16343;GM0847;2014JJ00;243113
16344;GM0847;2015JJ00;236375
16345;GM0847;2016JJ00;252785
16346;GM0847;2017JJ00;264060
16347;GM0847;2018JJ00;289461
16348;GM0847;2019JJ00;317973
16349;GM0847;2020JJ00;341627
16350;GM0847;2021JJ00;378186
16351;GM0847;2022JJ00;430976
16352;GM0848;1995JJ00;117261
16353;GM0848;1996JJ00;130909
16354;GM0848;1997JJ00;144011
16355;GM0848;1998JJ00;173757
16356;GM0848;1999JJ00;180039
16357;GM0848;2000JJ00;230872
16358;GM0848;2001JJ00;258885
16359;GM0848;2002JJ00;257088
16360;GM0848;2003JJ00;277976
16361;GM0848;2004JJ00;305329
16362;GM0848;2005JJ00;289737
16363;GM0848;2006JJ00;341672
16364;GM0848;2007JJ00;334752
16365;GM0848;2008JJ00;371286
16366;GM0848;2009JJ00;356998
16367;GM0848;2010JJ00;328663
16368;GM0848;2011JJ00;331863
16369;GM0848;2012JJ00;294296
16370;GM0848;2013JJ00;291221
16371;GM0848;2014JJ00;272932
16372;GM0848;2015JJ00;296608
16373;GM0848;2016JJ00;312240
16374;GM0848;2017JJ00;325974
16375;GM0848;2018JJ00;352755
16376;GM0848;2019JJ00;400261
16377;GM0848;2020JJ00;387355
16378;GM0848;2021JJ00;477112
16379;GM0848;2022JJ00;583666
16380;GM0612;1995JJ00;79576
16381;GM0612;1996JJ00;89063
16382;GM0612;1997JJ00;90444
16383;GM0612;1998JJ00;95782
16384;GM0612;1999JJ00;114611
16385;GM0612;2000JJ00;131432
16386;GM0612;2001JJ00;143753
16387;GM0612;2002JJ00;156295
16388;GM0612;2003JJ00;169556
16389;GM0612;2004JJ00;172895
16390;GM0612;2005JJ00;177958
16391;GM0612;2006JJ00;185207
16392;GM0612;2007JJ00;189638
16393;GM0612;2008JJ00;192205
16394;GM0612;2009JJ00;183535
16395;GM0612;2010JJ00;183408
16396;GM0612;2011JJ00;178297
16397;GM0612;2012JJ00;178567
16398;GM0612;2013JJ00;168865
16399;GM0612;2014JJ00;173332
16400;GM0612;2015JJ00;
16401;GM0612;2016JJ00;
16402;GM0612;2017JJ00;
16403;GM0612;2018JJ00;
16404;GM0612;2019JJ00;
16405;GM0612;2020JJ00;
16406;GM0612;2021JJ00;
16407;GM0612;2022JJ00;
16408;GM0849;1995JJ00;117806
16409;GM0849;1996JJ00;130493
16410;GM0849;1997JJ00;
16411;GM0849;1998JJ00;
16412;GM0849;1999JJ00;
16413;GM0849;2000JJ00;
16414;GM0849;2001JJ00;
16415;GM0849;2002JJ00;
16416;GM0849;2003JJ00;
16417;GM0849;2004JJ00;
16418;GM0849;2005JJ00;
16419;GM0849;2006JJ00;
16420;GM0849;2007JJ00;
16421;GM0849;2008JJ00;
16422;GM0849;2009JJ00;
16423;GM0849;2010JJ00;
16424;GM0849;2011JJ00;
16425;GM0849;2012JJ00;
16426;GM0849;2013JJ00;
16427;GM0849;2014JJ00;
16428;GM0849;2015JJ00;
16429;GM0849;2016JJ00;
16430;GM0849;2017JJ00;
16431;GM0849;2018JJ00;
16432;GM0849;2019JJ00;
16433;GM0849;2020JJ00;
16434;GM0849;2021JJ00;
16435;GM0849;2022JJ00;
16436;GM1691;1995JJ00;105753
16437;GM1691;1996JJ00;
16438;GM1691;1997JJ00;
16439;GM1691;1998JJ00;
16440;GM1691;1999JJ00;
16441;GM1691;2000JJ00;
16442;GM1691;2001JJ00;
16443;GM1691;2002JJ00;
16444;GM1691;2003JJ00;
16445;GM1691;2004JJ00;
16446;GM1691;2005JJ00;
16447;GM1691;2006JJ00;
16448;GM1691;2007JJ00;
16449;GM1691;2008JJ00;
16450;GM1691;2009JJ00;
16451;GM1691;2010JJ00;
16452;GM1691;2011JJ00;
16453;GM1691;2012JJ00;
16454;GM1691;2013JJ00;
16455;GM1691;2014JJ00;
16456;GM1691;2015JJ00;
16457;GM1691;2016JJ00;
16458;GM1691;2017JJ00;
16459;GM1691;2018JJ00;
16460;GM1691;2019JJ00;
16461;GM1691;2020JJ00;
16462;GM1691;2021JJ00;
16463;GM1691;2022JJ00;
16464;GM0179;1995JJ00;113253
16465;GM0179;1996JJ00;115136
16466;GM0179;1997JJ00;139331
16467;GM0179;1998JJ00;162376
16468;GM0179;1999JJ00;176245
16469;GM0179;2000JJ00;198963
16470;GM0179;2001JJ00;
16471;GM0179;2002JJ00;
16472;GM0179;2003JJ00;
16473;GM0179;2004JJ00;
16474;GM0179;2005JJ00;
16475;GM0179;2006JJ00;
16476;GM0179;2007JJ00;
16477;GM0179;2008JJ00;
16478;GM0179;2009JJ00;
16479;GM0179;2010JJ00;
16480;GM0179;2011JJ00;
16481;GM0179;2012JJ00;
16482;GM0179;2013JJ00;
16483;GM0179;2014JJ00;
16484;GM0179;2015JJ00;
16485;GM0179;2016JJ00;
16486;GM0179;2017JJ00;
16487;GM0179;2018JJ00;
16488;GM0179;2019JJ00;
16489;GM0179;2020JJ00;
16490;GM0179;2021JJ00;
16491;GM0179;2022JJ00;
16492;GM0037;1995JJ00;70864
16493;GM0037;1996JJ00;75874
16494;GM0037;1997JJ00;84648
16495;GM0037;1998JJ00;90040
16496;GM0037;1999JJ00;107483
16497;GM0037;2000JJ00;121951
16498;GM0037;2001JJ00;134953
16499;GM0037;2002JJ00;149619
16500;GM0037;2003JJ00;151541
16501;GM0037;2004JJ00;149658
16502;GM0037;2005JJ00;153910
16503;GM0037;2006JJ00;162557
16504;GM0037;2007JJ00;179003
16505;GM0037;2008JJ00;175100
16506;GM0037;2009JJ00;166089
16507;GM0037;2010JJ00;155713
16508;GM0037;2011JJ00;162087
16509;GM0037;2012JJ00;155706
16510;GM0037;2013JJ00;145294
16511;GM0037;2014JJ00;148184
16512;GM0037;2015JJ00;156406
16513;GM0037;2016JJ00;161392
16514;GM0037;2017JJ00;167385
16515;GM0037;2018JJ00;180249
16516;GM0037;2019JJ00;185491
16517;GM0037;2020JJ00;217543
16518;GM0037;2021JJ00;250693
16519;GM0037;2022JJ00;289185
16520;GM0850;1995JJ00;89363
16521;GM0850;1996JJ00;134727
16522;GM0850;1997JJ00;
16523;GM0850;1998JJ00;
16524;GM0850;1999JJ00;
16525;GM0850;2000JJ00;
16526;GM0850;2001JJ00;
16527;GM0850;2002JJ00;
16528;GM0850;2003JJ00;
16529;GM0850;2004JJ00;
16530;GM0850;2005JJ00;
16531;GM0850;2006JJ00;
16532;GM0850;2007JJ00;
16533;GM0850;2008JJ00;
16534;GM0850;2009JJ00;
16535;GM0850;2010JJ00;
16536;GM0850;2011JJ00;
16537;GM0850;2012JJ00;
16538;GM0850;2013JJ00;
16539;GM0850;2014JJ00;
16540;GM0850;2015JJ00;
16541;GM0850;2016JJ00;
16542;GM0850;2017JJ00;
16543;GM0850;2018JJ00;
16544;GM0850;2019JJ00;
16545;GM0850;2020JJ00;
16546;GM0850;2021JJ00;
16547;GM0850;2022JJ00;
16548;GM0180;1995JJ00;73373
16549;GM0180;1996JJ00;99758
16550;GM0180;1997JJ00;95517
16551;GM0180;1998JJ00;123105
16552;GM0180;1999JJ00;151393
16553;GM0180;2000JJ00;170926
16554;GM0180;2001JJ00;182252
16555;GM0180;2002JJ00;211479
16556;GM0180;2003JJ00;220659
16557;GM0180;2004JJ00;213605
16558;GM0180;2005JJ00;226990
16559;GM0180;2006JJ00;232786
16560;GM0180;2007JJ00;256905
16561;GM0180;2008JJ00;246379
16562;GM0180;2009JJ00;249078
16563;GM0180;2010JJ00;238096
16564;GM0180;2011JJ00;225937
16565;GM0180;2012JJ00;223642
16566;GM0180;2013JJ00;207194
16567;GM0180;2014JJ00;205165
16568;GM0180;2015JJ00;213491
16569;GM0180;2016JJ00;239236
16570;GM0180;2017JJ00;245935
16571;GM0180;2018JJ00;252767
16572;GM0180;2019JJ00;265255
16573;GM0180;2020JJ00;303884
16574;GM0180;2021JJ00;337504
16575;GM0180;2022JJ00;335060
16576;GM0532;1995JJ00;79806
16577;GM0532;1996JJ00;89013
16578;GM0532;1997JJ00;99812
16579;GM0532;1998JJ00;111522
16580;GM0532;1999JJ00;134210
16581;GM0532;2000JJ00;166674
16582;GM0532;2001JJ00;189583
16583;GM0532;2002JJ00;191150
16584;GM0532;2003JJ00;186706
16585;GM0532;2004JJ00;200659
16586;GM0532;2005JJ00;204052
16587;GM0532;2006JJ00;200666
16588;GM0532;2007JJ00;216084
16589;GM0532;2008JJ00;225591
16590;GM0532;2009JJ00;202823
16591;GM0532;2010JJ00;197918
16592;GM0532;2011JJ00;196777
16593;GM0532;2012JJ00;188220
16594;GM0532;2013JJ00;182982
16595;GM0532;2014JJ00;188510
16596;GM0532;2015JJ00;193316
16597;GM0532;2016JJ00;201709
16598;GM0532;2017JJ00;228179
16599;GM0532;2018JJ00;238864
16600;GM0532;2019JJ00;270874
16601;GM0532;2020JJ00;296841
16602;GM0532;2021JJ00;327041
16603;GM0532;2022JJ00;353699
16604;GM0851;1995JJ00;98781
16605;GM0851;1996JJ00;101117
16606;GM0851;1997JJ00;109588
16607;GM0851;1998JJ00;118853
16608;GM0851;1999JJ00;141852
16609;GM0851;2000JJ00;155328
16610;GM0851;2001JJ00;183576
16611;GM0851;2002JJ00;187784
16612;GM0851;2003JJ00;195761
16613;GM0851;2004JJ00;212082
16614;GM0851;2005JJ00;221411
16615;GM0851;2006JJ00;236214
16616;GM0851;2007JJ00;221860
16617;GM0851;2008JJ00;218185
16618;GM0851;2009JJ00;189511
16619;GM0851;2010JJ00;205363
16620;GM0851;2011JJ00;198730
16621;GM0851;2012JJ00;201017
16622;GM0851;2013JJ00;174428
16623;GM0851;2014JJ00;191503
16624;GM0851;2015JJ00;189787
16625;GM0851;2016JJ00;208556
16626;GM0851;2017JJ00;223242
16627;GM0851;2018JJ00;230678
16628;GM0851;2019JJ00;250782
16629;GM0851;2020JJ00;258586
16630;GM0851;2021JJ00;325057
16631;GM0851;2022JJ00;351730
16632;GM0280;1995JJ00;104795
16633;GM0280;1996JJ00;116498
16634;GM0280;1997JJ00;140576
16635;GM0280;1998JJ00;153733
16636;GM0280;1999JJ00;209806
16637;GM0280;2000JJ00;233523
16638;GM0280;2001JJ00;232718
16639;GM0280;2002JJ00;280901
16640;GM0280;2003JJ00;250572
16641;GM0280;2004JJ00;281786
16642;GM0280;2005JJ00;
16643;GM0280;2006JJ00;
16644;GM0280;2007JJ00;
16645;GM0280;2008JJ00;
16646;GM0280;2009JJ00;
16647;GM0280;2010JJ00;
16648;GM0280;2011JJ00;
16649;GM0280;2012JJ00;
16650;GM0280;2013JJ00;
16651;GM0280;2014JJ00;
16652;GM0280;2015JJ00;
16653;GM0280;2016JJ00;
16654;GM0280;2017JJ00;
16655;GM0280;2018JJ00;
16656;GM0280;2019JJ00;
16657;GM0280;2020JJ00;
16658;GM0280;2021JJ00;
16659;GM0280;2022JJ00;
16660;GM0181;1995JJ00;66298
16661;GM0181;1996JJ00;88242
16662;GM0181;1997JJ00;93427
16663;GM0181;1998JJ00;115120
16664;GM0181;1999JJ00;131485
16665;GM0181;2000JJ00;163596
16666;GM0181;2001JJ00;178311
16667;GM0181;2002JJ00;197690
16668;GM0181;2003JJ00;
16669;GM0181;2004JJ00;
16670;GM0181;2005JJ00;
16671;GM0181;2006JJ00;
16672;GM0181;2007JJ00;
16673;GM0181;2008JJ00;
16674;GM0181;2009JJ00;
16675;GM0181;2010JJ00;
16676;GM0181;2011JJ00;
16677;GM0181;2012JJ00;
16678;GM0181;2013JJ00;
16679;GM0181;2014JJ00;
16680;GM0181;2015JJ00;
16681;GM0181;2016JJ00;
16682;GM0181;2017JJ00;
16683;GM0181;2018JJ00;
16684;GM0181;2019JJ00;
16685;GM0181;2020JJ00;
16686;GM0181;2021JJ00;
16687;GM0181;2022JJ00;
16688;GM1708;1995JJ00;
16689;GM1708;1996JJ00;
16690;GM1708;1997JJ00;
16691;GM1708;1998JJ00;
16692;GM1708;1999JJ00;
16693;GM1708;2000JJ00;
16694;GM1708;2001JJ00;
16695;GM1708;2002JJ00;
